ID,date,Site,context,perch,bodytemp.C,perch.temp.C,ambient.temp.C,humidity.percent,perch.height.cm,perch.diam.cm,weight.g,head.height.mm,svl.mm,local.time.decimal,flags,JL,JW,METC,RAD,ULN,HUM,FEM,TIB,FIB,METT1,METT2,FL,HL
KMW_298,2012_06_29,Ponce,natural,tree,31.7,26,31.4,57.2,77,8.6,6.5,7.5,59,10.2,,15.17954244,11.12474046,3.193007983,7.807480845,9.355662989,11.67437798,15.11243215,12.89070933,12.69960611,4.840237144,8.16851479,24.22304895,41.01189341
KMW_299,2012_06_29,Ponce,natural,tree,31.9,26,31.4,59,47,20.7,4.9,7.3,54,10.55,,13.98279263,9.778206387,2.81985682,7.056313542,8.335067665,10.31512284,13.48792449,10.98700557,10.86647213,4.29981681,6.989239845,21.47004733,35.76398671
KMW_300,2012_06_29,Ponce,natural,tree,33.3,29,31.4,59,107,7.4,6.1,8.1,58,10.55,,15.3577729,11.12507919,3.313430153,7.794147019,9.084397943,11.01389845,14.64043962,12.37962357,12.38300335,4.42441818,7.6034486,23.41172655,39.04792997
KMW_301,2012_06_29,Ponce,natural,tree,33.9,32,32.2,52.1,392,4.1,5.9,7.6,57,10.6,,15.00768968,10.428784,3.172151256,7.83311972,8.99482995,10.83026504,15.31404488,11.9523154,12.00318011,4.738607937,7.547845545,22.99724625,39.55281376
KMW_302,2012_06_29,Ponce,natural,tree,32.5,28,32.8,49.4,75,3.2,5.5,8,56,10.78,,14.72204744,10.42317672,2.952955147,7.732425304,8.921583768,10.80439024,14.84872711,12.21201767,12.01946682,4.758868804,7.277163548,22.67892916,39.09677713
KMW_303,2012_06_29,Ponce,natural,tree,33.2,29,32.8,53.1,157,5.8,4.2,7.4,55,10.78,,14.98996336,10.11698557,2.783430007,7.02838034,8.390008025,10.926226,14.73129108,11.595729,11.60690226,4.143712966,7.330439804,22.09966403,37.80117285
KMW_304,2012_06_29,Ponce,natural,tree,32.4,28,32.2,53.8,77,6.2,7.2,8.3,61,11.03,,15.74534935,11.34425033,3.539504322,8.343541769,9.801680777,11.63732289,15.6135156,13.12707911,13.00451757,5.090181628,7.908822227,24.97850799,41.73959857
KMW_305,2012_06_29,Ponce,natural,tree,32.1,28,32.4,64.1,159,1.8,4,6.3,52,11.2,,13.6624581,9.125356865,2.88487945,6.714899598,7.891028512,9.641857165,12.63867874,10.51653526,10.24811799,3.886598698,6.380758506,20.41776513,33.4225712
KMW_306,2012_06_29,Ponce,natural,tree,33.3,28,33.1,60.8,200,3.9,6.4,8,60,11.52,,15.43094706,10.68348975,3.050319231,8.000770424,9.137548795,11.27715678,14.58182333,12.60053814,12.77034913,4.337826075,7.790854806,23.46502481,39.31104236
KMW_307,2012_06_29,Ponce,natural,tree,31.2,29,31.8,51.6,58,2.5,5.9,7.7,57,11.73,,15.42944435,10.94351323,3.202284751,7.33394254,8.85476464,10.7560017,14.30179657,11.75838516,11.57267131,4.274904444,7.294862618,22.81305109,37.62994879
KMW_308,2012_06_29,Ponce,natural,tree,32.6,31,31.9,58.5,87,6,6.2,8,57,11.87,,16.18860843,10.61101064,3.490433991,7.866868846,8.973072687,10.92137631,14.92986368,12.18658499,12.00777603,4.362354448,7.22903455,23.38488299,38.70783767
KMW_309,2012_06_29,Ponce,natural,tree,31.5,26,31.4,54.7,33,28.2,4.5,7.1,54,11.97,,14.07310758,9.756038008,2.921386991,6.922159916,8.075484977,9.939778116,12.69499752,10.75248209,10.53784055,4.155595049,6.492602143,20.93665008,34.0956768
KMW_310,2012_06_29,Ponce,natural,tree,32.3,27,31.3,55.3,121,7,8.1,8.8,63,12.05,,16.54406657,11.70697694,2.963336909,8.365320989,9.457831316,11.52473631,14.98726901,12.65071513,12.46422091,4.329388666,7.824455148,23.94590453,39.79182795
KMW_311,2012_06_29,Ponce,natural,tree,32.1,27,32.3,60.4,87,7.9,6.5,8.1,59,12.2,,16.00677515,10.93714549,3.565425625,7.905182719,9.136891112,11.40387636,15.40321674,12.96376016,12.70985721,4.952564555,7.437639512,24.10619309,40.75718096
KMW_312,2012_06_29,Ponce,natural,tree,33.1,29,32.4,58.4,80,4.1,6.2,7.7,59,12.3,,14.74189772,10.16368164,3.009841353,7.660222753,8.675491082,11.10931341,13.98995834,11.62733435,11.39876472,4.31748957,7.291598674,22.79464585,37.22638094
KMW_313,2012_06_29,Ponce,natural,tree,33.4,29,33.9,56.6,40,2.4,3.8,6.8,52,12.42,,13.6726546,8.83242315,2.905587431,6.736191242,7.842493786,9.841842831,12.69780961,10.51836638,10.46027053,4.225229714,6.66714026,20.58992405,34.10854596
KMW_314,2012_06_29,Ponce,natural,tree,33,30,32.6,55.7,116,5.2,4.1,6.9,54,12.47,,13.98954335,9.42120391,2.96594883,6.8074617,8.042428963,10.14920914,12.61608948,10.83693802,10.77148761,3.908925302,6.477316486,21.15758693,33.83926929
KMW_315,2012_06_29,Ponce,natural,tree,33.3,29,31.9,56.6,64,22.3,6.6,8.2,60,12.6,,15.83390865,11.4338393,3.237328398,7.878601974,9.298134873,11.13495359,14.86607093,12.1717137,11.98056761,4.509445132,7.619887248,23.67041686,39.16711701
KMW_316,2012_06_29,Ponce,natural,tree,33.3,29,31.9,56.6,97,7,4,6.8,52,12.62,,13.69923747,9.34402053,3.109017613,7.096509134,7.981913461,9.954554304,12.33046653,11.19799712,11.08215942,4.446208212,6.904897089,21.04548538,34.87956895
KMW_317,2012_06_29,Ponce,natural,tree,32.7,29,32.4,49.9,158,2.5,8.3,8.9,60,12.82,,15.99792078,11.41485957,3.337431158,8.386444126,9.714498473,11.9954835,15.13342441,12.67292373,12.54779847,4.564201079,7.821617807,25.04741313,40.19216702
KMW_318,2012_06_29,Ponce,natural,tree,32.4,28,32.4,52.8,191,2.4,10.4,10.1,69,12.83,,18.08201114,13.06902233,3.547725565,9.646927171,10.70839794,12.80618157,17.47357193,15.12540785,14.85993466,4.867324646,8.977065573,27.06230508,46.44337
KMW_319,2012_06_29,Ponce,natural,tree,32.9,28,31.9,55.9,89,1.7,7.6,8.6,63,12.93,,16.45604895,11.74871038,3.250064622,8.28544652,9.592448881,11.93514024,15.54559561,13.11135555,12.99934105,5.149047648,7.760389938,24.77765374,41.56638875
KMW_320,2012_06_29,Ponce,natural,tree,34.1,31,32.8,53.8,59,6.9,8.3,8.9,65,13.02,,17.78361828,12.41384846,3.514268182,8.62675911,9.782819766,12.31165694,17.07440112,14.11536109,14.18586242,5.251427589,8.891070052,25.60874489,45.33225984
KMW_321,2012_06_29,Ponce,natural,tree,32.1,30,30.8,62.3,149,4.8,7.6,8.5,64,13.22,,16.93882785,11.78167186,3.521662111,8.331609467,9.278728268,11.85530883,15.54505179,12.88839685,12.77211934,4.704037365,7.624444466,24.65569921,40.76193047
